figure1,corrAns,n,stim_resp.corr_mean,stim_resp.corr_raw,stim_resp.corr_std,stim_resp.keys_raw,stim_resp.rt_mean,stim_resp.rt_raw,stim_resp.rt_std,order
70.BMP,b,1.0,1.0,1.0,0.0,'b',9.801899909973145,9.801899909973145,0.0,0.0
10.BMP,a,1.0,1.0,1.0,0.0,'a',16.84543037414551,16.84543037414551,0.0,1.0
75.BMP,a,1.0,1.0,1.0,0.0,'a',12.88729572296143,12.88729572296143,0.0,2.0
144.bmp,b,1.0,1.0,1.0,0.0,'b',72.86845397949219,72.86845397949219,0.0,3.0
34.BMP,b,1.0,1.0,1.0,0.0,'b',16.12152099609375,16.12152099609375,0.0,4.0
55.BMP,b,1.0,1.0,1.0,0.0,'b',14.96298599243164,14.96298599243164,0.0,5.0
214.bmp,a,1.0,1.0,1.0,0.0,'a',29.10526084899902,29.10526084899902,0.0,6.0
27.BMP,a,1.0,1.0,1.0,0.0,'a',20.50446319580078,20.50446319580078,0.0,7.0
125.bmp,a,1.0,0.0,0.0,0.0,'b',25.98063278198242,25.98063278198242,0.0,8.0
52.BMP,b,1.0,1.0,1.0,0.0,'b',11.52902889251709,11.52902889251709,0.0,9.0
107.jpg,a,1.0,1.0,1.0,0.0,'a',35.22130966186523,35.22130966186523,0.0,10.0
92.jpg,a,1.0,1.0,1.0,0.0,'a',17.7081413269043,17.7081413269043,0.0,11.0
139.bmp,a,1.0,1.0,1.0,0.0,'a',16.65153121948242,16.65153121948242,0.0,12.0
201.bmp,b,1.0,1.0,1.0,0.0,'b',15.08434677124023,15.08434677124023,0.0,13.0
25.BMP,b,1.0,1.0,1.0,0.0,'b',7.250856876373291,7.250856876373291,0.0,14.0
85.BMP,a,1.0,1.0,1.0,0.0,'a',8.658405303955078,8.658405303955078,0.0,15.0
94.jpg,b,1.0,1.0,1.0,0.0,'b',14.29564094543457,14.29564094543457,0.0,16.0
121.bmp,a,1.0,1.0,1.0,0.0,'a',8.227381706237793,8.227381706237793,0.0,17.0
74.BMP,a,1.0,1.0,1.0,0.0,'a',9.708966255187988,9.708966255187988,0.0,18.0
81.BMP,b,1.0,1.0,1.0,0.0,'b',5.946691989898682,5.946691989898682,0.0,19.0
24.BMP,a,1.0,1.0,1.0,0.0,'a',13.90126609802246,13.90126609802246,0.0,20.0
102.jpg,b,1.0,1.0,1.0,0.0,'b',33.58921432495117,33.58921432495117,0.0,21.0
63.BMP,a,1.0,1.0,1.0,0.0,'a',4.894912242889404,4.894912242889404,0.0,22.0
6.BMP,b,1.0,1.0,1.0,0.0,'b',14.58612823486328,14.58612823486328,0.0,23.0
45.BMP,b,1.0,1.0,1.0,0.0,'b',15.05431079864502,15.05431079864502,0.0,24.0
122.bmp,b,1.0,1.0,1.0,0.0,'b',9.758328437805176,9.758328437805176,0.0,25.0
148.bmp,b,1.0,1.0,1.0,0.0,'b',6.410281658172607,6.410281658172607,0.0,26.0
212.bmp,a,1.0,1.0,1.0,0.0,'a',8.632407188415527,8.632407188415527,0.0,27.0
87.BMP,b,1.0,1.0,1.0,0.0,'b',5.48781681060791,5.48781681060791,0.0,28.0
18.BMP,b,1.0,1.0,1.0,0.0,'b',15.30674266815186,15.30674266815186,0.0,29.0
67.BMP,a,1.0,1.0,1.0,0.0,'a',10.60568237304688,10.60568237304688,0.0,30.0
19.BMP,b,1.0,1.0,1.0,0.0,'b',12.53875923156738,12.53875923156738,0.0,31.0
103.jpg,a,1.0,1.0,1.0,0.0,'a',44.07109832763672,44.07109832763672,0.0,32.0
69.BMP,a,1.0,1.0,1.0,0.0,'a',6.336509227752686,6.336509227752686,0.0,33.0
90.BMP,a,1.0,1.0,1.0,0.0,'a',5.058829784393311,5.058829784393311,0.0,34.0
104.jpg,b,1.0,1.0,1.0,0.0,'b',41.46389770507812,41.46389770507812,0.0,35.0
123.bmp,b,1.0,1.0,1.0,0.0,'b',6.510707855224609,6.510707855224609,0.0,36.0
32.BMP,a,1.0,1.0,1.0,0.0,'a',8.768623352050781,8.768623352050781,0.0,37.0
205.bmp,a,1.0,1.0,1.0,0.0,'a',14.32607746124268,14.32607746124268,0.0,38.0
7.BMP,b,1.0,1.0,1.0,0.0,'b',16.87123680114746,16.87123680114746,0.0,39.0
80.BMP,b,1.0,1.0,1.0,0.0,'b',5.60145378112793,5.60145378112793,0.0,40.0
47.BMP,a,1.0,1.0,1.0,0.0,'a',31.88983535766602,31.88983535766602,0.0,41.0
124.bmp,a,1.0,1.0,1.0,0.0,'a',6.308241844177246,6.308241844177246,0.0,42.0
210.bmp,a,1.0,1.0,1.0,0.0,'a',11.36318683624268,11.36318683624268,0.0,43.0
95.jpg,a,1.0,1.0,1.0,0.0,'a',8.922891616821289,8.922891616821289,0.0,44.0
15.BMP,b,1.0,1.0,1.0,0.0,'b',16.23873138427734,16.23873138427734,0.0,45.0
100.jpg,b,1.0,1.0,1.0,0.0,'b',11.40383243560791,11.40383243560791,0.0,46.0
134.bmp,a,1.0,1.0,1.0,0.0,'a',13.92103290557861,13.92103290557861,0.0,47.0
142.bmp,b,1.0,1.0,1.0,0.0,'b',13.5485258102417,13.5485258102417,0.0,48.0
31.BMP,b,1.0,1.0,1.0,0.0,'b',24.33595275878906,24.33595275878906,0.0,49.0
,,,,,,,,,,
extraInfo,,,,,,,,,,
participant,1,,,,,,,,,
date,2023-03-31_14h37.24.722,,,,,,,,,
expName,codetms_version1,,,,,,,,,
psychopyVersion,2022.2.5,,,,,,,,,
frameRate,60.04390698346502,,,,,,,,,
