figure1,corrAns,n,stim_resp.corr_mean,stim_resp.corr_raw,stim_resp.corr_std,stim_resp.keys_raw,stim_resp.rt_mean,stim_resp.rt_raw,stim_resp.rt_std,order
16.BMP,b,1.0,1.0,1.0,0.0,'b',7.136618137359619,7.136618137359619,0.0,1.0
4.BMP,a,1.0,1.0,1.0,0.0,'a',7.406235218048096,7.406235218048096,0.0,12.0
3.BMP,a,1.0,1.0,1.0,0.0,'a',8.882875442504883,8.882875442504883,0.0,42.0
11.BMP,b,1.0,1.0,1.0,0.0,'b',5.553421974182129,5.553421974182129,0.0,9.0
1.BMP,a,1.0,1.0,1.0,0.0,'a',12.959466934204102,12.959466934204102,0.0,55.0
9.BMP,a,1.0,1.0,1.0,0.0,'a',9.399237632751465,9.399237632751465,0.0,23.0
13.BMP,b,1.0,1.0,1.0,0.0,'b',14.604655265808105,14.604655265808105,0.0,28.0
22.BMP,a,1.0,1.0,1.0,0.0,'a',6.86529541015625,6.86529541015625,0.0,7.0
206.bmp,b,1.0,1.0,1.0,0.0,'b',8.037469863891602,8.037469863891602,0.0,11.0
23.BMP,a,1.0,1.0,1.0,0.0,'a',12.05888843536377,12.05888843536377,0.0,50.0
54.BMP,b,1.0,1.0,1.0,0.0,'b',8.33478832244873,8.33478832244873,0.0,4.0
49.BMP,a,1.0,1.0,1.0,0.0,'a',9.979496955871582,9.979496955871582,0.0,2.0
56.BMP,b,1.0,1.0,1.0,0.0,'b',4.790650367736816,4.790650367736816,0.0,49.0
59.BMP,b,1.0,1.0,1.0,0.0,'b',15.356576919555664,15.356576919555664,0.0,26.0
209.bmp,b,1.0,1.0,1.0,0.0,'b',14.785804748535156,14.785804748535156,0.0,60.0
46.BMP,a,1.0,1.0,1.0,0.0,'a',7.733275890350342,7.733275890350342,0.0,17.0
60.BMP,a,1.0,1.0,1.0,0.0,'a',5.252490520477295,5.252490520477295,0.0,47.0
208.bmp,a,1.0,1.0,1.0,0.0,'a',26.339155197143555,26.339155197143555,0.0,27.0
42.BMP,a,1.0,1.0,1.0,0.0,'a',12.165745735168457,12.165745735168457,0.0,0.0
213.bmp,b,1.0,1.0,1.0,0.0,'b',9.764006614685059,9.764006614685059,0.0,58.0
33.BMP,b,1.0,1.0,1.0,0.0,'b',11.78207778930664,11.78207778930664,0.0,38.0
