figure1,corrAns,n,stim_resp.corr_mean,stim_resp.corr_raw,stim_resp.corr_std,stim_resp.keys_raw,stim_resp.rt_mean,stim_resp.rt_raw,stim_resp.rt_std,order
205.bmp,a,1.0,1.0,1.0,0.0,'a',13.876036643981934,13.876036643981934,0.0,52.0
6.BMP,b,1.0,1.0,1.0,0.0,'b',8.62263298034668,8.62263298034668,0.0,8.0
24.BMP,a,1.0,1.0,1.0,0.0,'a',15.775360107421875,15.775360107421875,0.0,30.0
10.BMP,a,1.0,1.0,1.0,0.0,'a',19.361591339111328,19.361591339111328,0.0,41.0
201.bmp,b,1.0,1.0,1.0,0.0,'b',19.417720794677734,19.417720794677734,0.0,34.0
15.BMP,b,1.0,0.0,0.0,0.0,'a',26.25861930847168,26.25861930847168,0.0,2.0
19.BMP,b,1.0,1.0,1.0,0.0,'b',21.000831604003906,21.000831604003906,0.0,24.0
27.BMP,a,1.0,1.0,1.0,0.0,'a',21.962757110595703,21.962757110595703,0.0,60.0
7.BMP,b,1.0,1.0,1.0,0.0,'b',16.636343002319336,16.636343002319336,0.0,58.0
25.BMP,b,1.0,1.0,1.0,0.0,'b',7.369815349578857,7.369815349578857,0.0,51.0
18.BMP,b,1.0,1.0,1.0,0.0,'b',26.533416748046875,26.533416748046875,0.0,13.0
212.bmp,a,1.0,1.0,1.0,0.0,'a',15.548956871032715,15.548956871032715,0.0,44.0
210.bmp,a,1.0,1.0,1.0,0.0,'a',11.380492210388184,11.380492210388184,0.0,21.0
45.BMP,b,1.0,1.0,1.0,0.0,'b',16.92232322692871,16.92232322692871,0.0,15.0
52.BMP,b,1.0,1.0,1.0,0.0,'b',20.73929214477539,20.73929214477539,0.0,12.0
55.BMP,b,1.0,1.0,1.0,0.0,'b',26.605836868286133,26.605836868286133,0.0,10.0
214.bmp,a,1.0,1.0,1.0,0.0,'a',8.92947006225586,8.92947006225586,0.0,54.0
32.BMP,a,1.0,1.0,1.0,0.0,'a',15.032464981079102,15.032464981079102,0.0,18.0
34.BMP,b,1.0,1.0,1.0,0.0,'b',6.92411994934082,6.92411994934082,0.0,23.0
47.BMP,a,1.0,1.0,1.0,0.0,'a',21.923664093017578,21.923664093017578,0.0,16.0
31.BMP,b,1.0,1.0,1.0,0.0,'b',40.80701446533203,40.80701446533203,0.0,49.0
102.jpg,b,1.0,1.0,1.0,0.0,'b',14.858794212341309,14.858794212341309,0.0,22.0
63.BMP,a,1.0,1.0,1.0,0.0,'a',3.868043899536133,3.868043899536133,0.0,32.0
80.BMP,b,1.0,1.0,1.0,0.0,'b',5.226944446563721,5.226944446563721,0.0,31.0
104.jpg,b,1.0,1.0,1.0,0.0,'b',8.633970260620117,8.633970260620117,0.0,38.0
100.jpg,b,1.0,1.0,1.0,0.0,'b',6.221980094909668,6.221980094909668,0.0,35.0
85.BMP,a,1.0,1.0,1.0,0.0,'a',3.2153568267822266,3.2153568267822266,0.0,53.0
