formula,AIC,BIC
log(response_time) ~ condition * domain + (1|id:domain) + (1|id:domain:condition),3659.769215,3726.250299
log(response_time) ~ condition * domain + (1|id:condition) + (1|stimulus:condition),2991.676677,3058.157761
log(response_time) ~ condition * domain + (1|id:condition) + (1|id:domain:condition),3657.892737,3724.373821
log(response_time) ~ condition * domain + (1|stimulus:condition) + (1|id:domain:condition),3025.307846,3091.788930
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain),2664.415844,2736.437018
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:condition),2667.471096,2739.492270
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|stimulus:condition),2721.777289,2793.798463
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain:condition),2637.241264,2709.262439
log(response_time) ~ condition * domain + (1|id) + (1|id:domain) + (1|id:condition),3633.704115,3705.725290
log(response_time) ~ condition * domain + (1|id) + (1|id:domain) + (1|stimulus:condition),2994.339891,3066.361066
log(response_time) ~ condition * domain + (1|id) + (1|id:domain) + (1|id:domain:condition),3640.326085,3712.347259
log(response_time) ~ condition * domain + (1|id) + (1|id:condition) + (1|stimulus:condition),2975.852502,3047.873676
log(response_time) ~ condition * domain + (1|id) + (1|id:condition) + (1|id:domain:condition),3639.223932,3711.245106
log(response_time) ~ condition * domain + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),2963.006458,3035.027632
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|id:condition),2615.336445,2687.357619
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2683.096324,2755.117498
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2647.635348,2719.656522
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2684.629146,2756.650320
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2651.356224,2723.377398
log(response_time) ~ condition * domain + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2702.766692,2774.787866
log(response_time) ~ condition * domain + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2950.718395,3022.739569
log(response_time) ~ condition * domain + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3649.236770,3721.257944
log(response_time) ~ condition * domain + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2983.930756,3055.951930
log(response_time) ~ condition * domain + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2972.333411,3044.354585
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),2604.924342,2682.485606
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2666.413207,2743.974471
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2630.910300,2708.471564
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2666.844192,2744.405456
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2633.310484,2710.871749
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2638.645289,2716.206554
log(response_time) ~ condition * domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2939.371909,3016.933174
log(response_time) ~ condition * domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3635.643793,3713.205057
log(response_time) ~ condition * domain + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2961.867428,3039.428692
log(response_time) ~ condition * domain + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2956.470267,3034.031532
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2617.005486,2694.566750
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2617.336445,2694.897709
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2649.376330,2726.937594
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2652.474543,2730.035808
log(response_time) ~ condition * domain + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2952.718289,3030.279554
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2606.515638,2689.616992
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2606.924342,2690.025697
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2632.522892,2715.624247
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2634.485736,2717.587091
log(response_time) ~ condition * domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2941.356219,3024.457574
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2619.005486,2702.106841
log(response_time) ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2608.515638,2697.157083
log(response_time) ~ domain * session_num + (1|id),3630.826829,3675.147551
log(response_time) ~ domain * session_num + (1|stimulus),3017.199898,3061.520621
log(response_time) ~ domain * session_num + (1|id:domain),3640.685560,3685.006282
log(response_time) ~ domain * session_num + (1|id:condition),3650.212104,3694.532826
log(response_time) ~ domain * session_num + (1|stimulus:condition),3283.152975,3327.473697
log(response_time) ~ domain * session_num + (1|id:domain:condition),3684.668800,3728.989523
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus),2672.961723,2722.822536
log(response_time) ~ domain * session_num + (1|id) + (1|id:domain),3621.962007,3671.822820
log(response_time) ~ domain * session_num + (1|id) + (1|id:condition),3626.785968,3676.646781
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus:condition),2978.502911,3028.363724
log(response_time) ~ domain * session_num + (1|id) + (1|id:domain:condition),3622.270843,3672.131656
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:domain),2630.048509,2679.909322
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:condition),2673.829499,2723.690312
log(response_time) ~ domain * session_num + (1|stimulus) + (1|stimulus:condition),3017.854547,3067.715360
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:domain:condition),2686.802298,2736.663111
log(response_time) ~ domain * session_num + (1|id:domain) + (1|id:condition),3633.262923,3683.123736
log(response_time) ~ domain * session_num + (1|id:domain) + (1|stimulus:condition),2965.701879,3015.562692
log(response_time) ~ domain * session_num + (1|id:domain) + (1|id:domain:condition),3639.760065,3689.620878
log(response_time) ~ domain * session_num + (1|id:condition) + (1|stimulus:condition),2977.186076,3027.046889
log(response_time) ~ domain * session_num + (1|id:condition) + (1|id:domain:condition),3647.407541,3697.268354
log(response_time) ~ domain * session_num + (1|stimulus:condition) + (1|id:domain:condition),3008.916829,3058.777642
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain),2613.883759,2669.284662
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:condition),2648.451582,2703.852485
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),2672.632057,2728.032960
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),2614.392780,2669.793683
log(response_time) ~ domain * session_num + (1|id) + (1|id:domain) + (1|id:condition),3617.554950,3672.955853
log(response_time) ~ domain * session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),2944.424913,2999.825816
log(response_time) ~ domain * session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),3620.871910,3676.272813
log(response_time) ~ domain * session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),2954.919788,3010.320692
log(response_time) ~ domain * session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),3623.604321,3679.005224
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),2938.412307,2993.813210
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),2598.816132,2654.217035
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2631.826404,2687.227307
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2617.523206,2672.924110
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2672.613707,2728.014611
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2640.980166,2696.381069
log(response_time) ~ domain * session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2688.297715,2743.698618
log(response_time) ~ domain * session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2933.390419,2988.791322
log(response_time) ~ domain * session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3635.262923,3690.663826
log(response_time) ~ domain * session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2953.627461,3009.028365
log(response_time) ~ domain * session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2960.007662,3015.408565
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),2585.948503,2646.889497
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2615.498052,2676.439046
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2601.291943,2662.232936
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2647.380825,2708.321818
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2615.210412,2676.151405
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2615.620879,2676.561872
log(response_time) ~ domain * session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2918.318891,2979.259884
log(response_time) ~ domain * session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3619.545091,3680.486084
log(response_time) ~ domain * session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2932.759631,2993.700625
log(response_time) ~ domain * session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2937.527252,2998.468246
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2600.242946,2661.183939
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2600.816132,2661.757126
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2619.143038,2680.084031
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2642.000748,2702.941741
log(response_time) ~ domain * session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2935.390419,2996.331413
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2587.244383,2653.725467
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2587.948504,2654.429587
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2602.768664,2669.249748
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2616.318204,2682.799288
log(response_time) ~ domain * session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2920.318891,2986.799975
log(response_time) ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2602.242946,2668.724029
log(response_time) ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2589.244383,2661.265557
log(response_time) ~ condition * domain + session_num + (1|id),3637.678995,3704.160079
log(response_time) ~ condition * domain + session_num + (1|stimulus),3019.364710,3085.845794
log(response_time) ~ condition * domain + session_num + (1|id:domain),3647.435990,3713.917074
log(response_time) ~ condition * domain + session_num + (1|id:condition),3660.079662,3726.560746
log(response_time) ~ condition * domain + session_num + (1|stimulus:condition),3291.926481,3358.407565
log(response_time) ~ condition * domain + session_num + (1|id:domain:condition),3692.482259,3758.963343
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus),2676.056944,2748.078118
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:domain),3628.759847,3700.781021
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:condition),3635.236145,3707.257319
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus:condition),2989.653608,3061.674782
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:domain:condition),3629.732487,3701.753661
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:domain),2632.366055,2704.387229
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:condition),2683.371891,2755.393066
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|stimulus:condition),3020.536947,3092.558122
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:domain:condition),2694.049860,2766.071034
log(response_time) ~ condition * domain + session_num + (1|id:domain) + (1|id:condition),3642.225391,3714.246566
log(response_time) ~ condition * domain + session_num + (1|id:domain) + (1|stimulus:condition),2976.872631,3048.893805
log(response_time) ~ condition * domain + session_num + (1|id:domain) + (1|id:domain:condition),3646.991745,3719.012919
log(response_time) ~ condition * domain + session_num + (1|id:condition) + (1|stimulus:condition),2989.502155,3061.523329
log(response_time) ~ condition * domain + session_num + (1|id:condition) + (1|id:domain:condition),3656.697452,3728.718626
log(response_time) ~ condition * domain + session_num + (1|stimulus:condition) + (1|id:domain:condition),3017.011451,3089.032626
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain),2616.289883,2693.851148
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:condition),2656.390769,2733.952033
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),2676.758503,2754.319767
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),2620.574661,2698.135925
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|id:condition),3626.029047,3703.590312
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),2955.561537,3033.122801
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),3628.136930,3705.698195
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),2966.831901,3044.393165
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),3631.468154,3709.029419
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),2947.615818,3025.177082
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),2606.903420,2684.464685
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2634.366055,2711.927319
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2622.508284,2700.069549
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2682.665040,2760.226305
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2649.303626,2726.864891
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2695.563641,2773.124906
log(response_time) ~ condition * domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2945.467432,3023.028696
log(response_time) ~ condition * domain + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3644.225391,3721.786656
log(response_time) ~ condition * domain + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2963.393767,3040.955032
log(response_time) ~ condition * domain + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2970.073777,3047.635042
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),2593.662131,2676.763486
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2618.274185,2701.375539
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2606.323018,2689.424373
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2655.913802,2739.015157
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2621.951848,2705.053203
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2621.929056,2705.030411
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2930.206409,3013.307764
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3627.953276,3711.054631
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2942.525709,3025.627064
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2947.211401,3030.312756
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2608.647092,2691.748447
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2608.903420,2692.004775
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2624.340477,2707.441832
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2650.421698,2733.523053
log(response_time) ~ condition * domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2947.467432,3030.568787
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2595.311005,2683.952450
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2595.662131,2684.303576
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2608.047096,2696.688541
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2623.210716,2711.852161
log(response_time) ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2932.184373,3020.825818
log(response_time) ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2610.647092,2699.288537
log(response_time) ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2597.311005,2691.492541
log(response_time) ~ domain * session_num + condition + (1|id),3631.406153,3686.807056
log(response_time) ~ domain * session_num + condition + (1|stimulus),3014.578951,3069.979854
log(response_time) ~ domain * session_num + condition + (1|id:domain),3641.154162,3696.555065
log(response_time) ~ domain * session_num + condition + (1|id:condition),3653.770747,3709.171650
log(response_time) ~ domain * session_num + condition + (1|stimulus:condition),3285.352694,3340.753598
log(response_time) ~ domain * session_num + condition + (1|id:domain:condition),3687.754344,3743.155247
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus),2670.152687,2731.093681
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:domain),3622.442284,3683.383278
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:condition),3628.899354,3689.840348
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus:condition),2981.400462,3042.341455
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:domain:condition),3624.082991,3685.023984
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:domain),2626.719137,2687.660131
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:condition),2677.328992,2738.269985
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|stimulus:condition),3015.559857,3076.500851
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:domain:condition),2689.750042,2750.691035
log(response_time) ~ domain * session_num + condition + (1|id:domain) + (1|id:condition),3635.868837,3696.809830
log(response_time) ~ domain * session_num + condition + (1|id:domain) + (1|stimulus:condition),2968.553136,3029.494130
log(response_time) ~ domain * session_num + condition + (1|id:domain) + (1|id:domain:condition),3641.081554,3702.022548
log(response_time) ~ domain * session_num + condition + (1|id:condition) + (1|stimulus:condition),2980.788490,3041.729483
log(response_time) ~ domain * session_num + condition + (1|id:condition) + (1|id:domain:condition),3650.979404,3711.920398
log(response_time) ~ domain * session_num + condition + (1|stimulus:condition) + (1|id:domain:condition),3012.260240,3073.201234
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain),2610.608965,2677.090049
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:condition),2650.334459,2716.815543
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|stimulus:condition),2670.536573,2737.017657
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain:condition),2615.801804,2682.282888
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|id:condition),3619.644992,3686.126076
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|stimulus:condition),2947.305496,3013.786580
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|id:domain:condition),3622.210578,3688.691662
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:condition) + (1|stimulus:condition),2958.154442,3024.635526
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:condition) + (1|id:domain:condition),3625.741509,3692.222593
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),2941.570665,3008.051748
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|id:condition),2601.083311,2667.564394
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2628.688307,2695.169391
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2617.399541,2683.880625
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2676.116668,2742.597752
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2644.494476,2710.975560
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2691.251196,2757.732280
log(response_time) ~ domain * session_num + condition + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2936.743814,3003.224897
log(response_time) ~ domain * session_num + condition + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3637.868837,3704.349921
log(response_time) ~ domain * session_num + condition + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2956.680481,3023.161565
log(response_time) ~ domain * session_num + condition + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2963.623933,3030.105017
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),2587.816452,2659.837627
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2612.503261,2684.524435
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2601.193446,2673.214620
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2649.384928,2721.406103
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2617.120624,2689.141798
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2617.093368,2689.114542
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2921.550979,2993.572154
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3621.637658,3693.658832
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2935.828488,3007.849662
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2940.783080,3012.804254
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2602.552318,2674.573492
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2603.083311,2675.104485
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2619.148923,2691.170098
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2645.517439,2717.538613
log(response_time) ~ domain * session_num + condition + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2938.743814,3010.764988
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2589.170212,2666.731477
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2589.816452,2667.377717
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2602.821164,2680.382428
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2618.296096,2695.857360
log(response_time) ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2923.550980,3001.112244
log(response_time) ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2604.552318,2682.113583
log(response_time) ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2591.170213,2674.271568
log(response_time) ~ condition * domain + domain * session_num + (1|id),3638.139552,3715.700817
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus),3019.606920,3097.168184
log(response_time) ~ condition * domain + domain * session_num + (1|id:domain),3647.793401,3725.354666
log(response_time) ~ condition * domain + domain * session_num + (1|id:condition),3660.304414,3737.865679
log(response_time) ~ condition * domain + domain * session_num + (1|stimulus:condition),3292.843528,3370.404792
log(response_time) ~ condition * domain + domain * session_num + (1|id:domain:condition),3695.174380,3772.735645
