formula,AIC,BIC
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition),2662.161188,2712.022001
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|stimulus:condition),2715.859896,2765.720709
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain:condition),2630.466033,2680.326846
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition),3626.910419,3676.771232
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|stimulus:condition),2986.658789,3036.519602
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|id:domain:condition),3633.215427,3683.076240
log(response_time) ~ condition + domain + (1|id) + (1|id:condition) + (1|stimulus:condition),2968.221412,3018.082225
log(response_time) ~ condition + domain + (1|id) + (1|id:condition) + (1|id:domain:condition),3632.243096,3682.103909
log(response_time) ~ condition + domain + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),2955.317452,3005.178265
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition),2610.318732,2660.179545
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2677.753359,2727.614172
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2641.093663,2690.954476
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2679.007237,2728.868050
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2644.913488,2694.774301
log(response_time) ~ condition + domain + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2695.358644,2745.219457
log(response_time) ~ condition + domain + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2943.067375,2992.928188
log(response_time) ~ condition + domain + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3642.479983,3692.340796
log(response_time) ~ condition + domain + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2976.213708,3026.074521
log(response_time) ~ condition + domain + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2964.716448,3014.577261
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),2599.852378,2655.253281
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2660.965845,2716.366748
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2624.375170,2679.776073
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2661.165292,2716.566195
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2626.831473,2682.232376
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2631.828663,2687.229567
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2931.713897,2987.114800
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3628.809664,3684.210568
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2954.165243,3009.566146
log(response_time) ~ condition + domain + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2948.821891,3004.222794
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2611.799684,2667.200587
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2612.318732,2667.719635
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2642.787709,2698.188612
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2645.970136,2701.371039
log(response_time) ~ condition + domain + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2945.067241,3000.468145
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2601.241844,2662.182838
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2601.843180,2662.784174
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2625.932126,2686.873120
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2627.946776,2688.887770
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2933.697681,2994.638675
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2613.799412,2674.740405
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2603.230132,2669.711216
log(response_time) ~ domain + session_num + (1|id),3630.266908,3663.507450
log(response_time) ~ domain + session_num + (1|stimulus),3016.126414,3049.366956
log(response_time) ~ domain + session_num + (1|id:domain),3640.047184,3673.287726
log(response_time) ~ domain + session_num + (1|id:condition),3649.929328,3683.169870
log(response_time) ~ domain + session_num + (1|stimulus:condition),3282.098155,3315.338697
log(response_time) ~ domain + session_num + (1|id:domain:condition),3681.933846,3715.174388
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus),2673.243004,2712.023636
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain),3621.347326,3660.127958
log(response_time) ~ domain + session_num + (1|id) + (1|id:condition),3626.402227,3665.182860
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus:condition),2979.092802,3017.873434
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain:condition),3620.810068,3659.590700
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain),2630.432968,2669.213600
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:condition),2674.634103,2713.414735
log(response_time) ~ domain + session_num + (1|stimulus) + (1|stimulus:condition),3016.800644,3055.581277
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain:condition),2683.743698,2722.524331
log(response_time) ~ domain + session_num + (1|id:domain) + (1|id:condition),3632.817969,3671.598601
log(response_time) ~ domain + session_num + (1|id:domain) + (1|stimulus:condition),2966.350904,3005.131536
log(response_time) ~ domain + session_num + (1|id:domain) + (1|id:domain:condition),3638.528350,3677.308982
log(response_time) ~ domain + session_num + (1|id:condition) + (1|stimulus:condition),2978.303537,3017.084169
log(response_time) ~ domain + session_num + (1|id:condition) + (1|id:domain:condition),3646.211533,3684.992166
log(response_time) ~ domain + session_num + (1|stimulus:condition) + (1|id:domain:condition),3005.955312,3044.735944
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain),2614.228171,2658.548893
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition),2649.169696,2693.490419
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),2673.006160,2717.326883
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),2612.525867,2656.846589
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition),3617.106606,3661.427329
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),2945.007599,2989.328322
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),3619.677861,3663.998583
log(response_time) ~ domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),2955.965329,3000.286051
log(response_time) ~ domain + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),3622.315742,3666.636464
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),2936.803122,2981.123844
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),2599.615064,2643.935787
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2632.274000,2676.594723
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2616.401820,2660.722543
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2673.544231,2717.864954
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2639.347646,2683.668369
log(response_time) ~ domain + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2685.239970,2729.560693
log(response_time) ~ domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2934.460236,2978.780958
log(response_time) ~ domain + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3634.817861,3679.138584
log(response_time) ~ domain + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2952.645433,2996.966156
log(response_time) ~ domain + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2958.852257,3003.172979
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),2586.705896,2636.566709
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2615.918838,2665.779651
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2600.172955,2650.033768
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2648.220625,2698.081438
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2613.542971,2663.403784
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2613.768458,2663.629271
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2919.316321,2969.177134
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3618.978705,3668.839518
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2931.774682,2981.635495
log(response_time) ~ domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2936.323005,2986.183818
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2601.153180,2651.013993
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2601.614696,2651.475509
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2618.051148,2667.911961
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2640.402656,2690.263469
log(response_time) ~ domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2936.460236,2986.321048
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2588.114663,2643.515567
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2588.689201,2644.090104
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2601.679550,2657.080453
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2614.682351,2670.083254
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2921.293322,2976.694225
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2603.151931,2658.552834
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2590.094687,2651.035680
log(response_time) ~ condition + session_num + (1|id),3707.052830,3740.293372
log(response_time) ~ condition + session_num + (1|stimulus),3019.807544,3053.048086
log(response_time) ~ condition + session_num + (1|id:domain),3648.489471,3681.730013
log(response_time) ~ condition + session_num + (1|id:condition),3729.737012,3762.977554
log(response_time) ~ condition + session_num + (1|stimulus:condition),3305.882969,3339.123511
log(response_time) ~ condition + session_num + (1|id:domain:condition),3707.150782,3740.391324
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus),2676.738076,2715.518708
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain),3643.560076,3682.340708
log(response_time) ~ condition + session_num + (1|id) + (1|id:condition),3705.093192,3743.873824
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus:condition),3004.274619,3043.055251
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain:condition),3666.860859,3705.641492
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain),2629.464072,2668.244704
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:condition),2684.355825,2723.136457
log(response_time) ~ condition + session_num + (1|stimulus) + (1|stimulus:condition),3020.767740,3059.548372
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain:condition),2691.029456,2729.810089
log(response_time) ~ condition + session_num + (1|id:domain) + (1|id:condition),3644.879020,3683.659652
log(response_time) ~ condition + session_num + (1|id:domain) + (1|stimulus:condition),2974.792069,3013.572701
log(response_time) ~ condition + session_num + (1|id:domain) + (1|id:domain:condition),3647.889540,3686.670173
log(response_time) ~ condition + session_num + (1|id:condition) + (1|stimulus:condition),3003.870594,3042.651226
log(response_time) ~ condition + session_num + (1|id:condition) + (1|id:domain:condition),3692.883459,3731.664091
log(response_time) ~ condition + session_num + (1|stimulus:condition) + (1|id:domain:condition),3021.804941,3060.585573
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain),2615.556728,2659.877450
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition),2657.303344,2701.624066
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),2677.153244,2721.473967
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),2619.580730,2663.901452
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition),3640.848686,3685.169409
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),2962.026763,3006.347486
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),3642.926508,3687.247231
log(response_time) ~ condition + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),2981.430757,3025.751479
log(response_time) ~ condition + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),3668.860859,3713.181582
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),2958.650174,3002.970897
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),2604.705468,2649.026190
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2631.452535,2675.773258
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2618.714472,2663.035194
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2683.215326,2727.536048
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2648.484013,2692.804736
log(response_time) ~ condition + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2692.527487,2736.848210
log(response_time) ~ condition + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2945.941462,2990.262185
log(response_time) ~ condition + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3646.879020,3691.199742
log(response_time) ~ condition + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2961.413139,3005.733861
log(response_time) ~ condition + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2981.697603,3026.018325
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),2593.121390,2642.982203
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2617.491811,2667.352624
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2604.764040,2654.624853
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2656.420759,2706.281572
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2621.103874,2670.964687
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2620.872103,2670.732916
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2936.625854,2986.486667
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3642.766463,3692.627276
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2949.068528,2998.929341
log(response_time) ~ condition + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2958.976248,3008.837060
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2606.291549,2656.152362
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2606.705468,2656.566281
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2620.479298,2670.340111
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2649.537165,2699.397977
log(response_time) ~ condition + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2947.940426,2997.801239
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2594.593165,2649.994068
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2595.105760,2650.506664
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2606.414417,2661.815320
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2622.302552,2677.703455
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2938.609709,2994.010612
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2608.288998,2663.689901
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2596.574396,2657.515390
log(response_time) ~ condition + domain + session_num + (1|id),3630.878000,3675.198723
log(response_time) ~ condition + domain + session_num + (1|stimulus),3013.544991,3057.865714
log(response_time) ~ condition + domain + session_num + (1|id:domain),3640.545474,3684.866196
log(response_time) ~ condition + domain + session_num + (1|id:condition),3653.491434,3697.812156
log(response_time) ~ condition + domain + session_num + (1|stimulus:condition),3284.302645,3328.623367
log(response_time) ~ condition + domain + session_num + (1|id:domain:condition),3685.031581,3729.352304
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus),2670.486678,2720.347491
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain),3621.858177,3671.718990
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:condition),3628.519434,3678.380247
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus:condition),2981.994091,3031.854904
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain:condition),3622.681616,3672.542428
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain),2627.152138,2677.012951
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:condition),2678.136020,2727.996833
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|stimulus:condition),3014.539181,3064.399994
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain:condition),2686.700021,2736.560834
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|id:condition),3635.423825,3685.284638
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|stimulus:condition),2969.204178,3019.064990
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|id:domain:condition),3639.948486,3689.809299
log(response_time) ~ condition + domain + session_num + (1|id:condition) + (1|stimulus:condition),2981.906681,3031.767494
log(response_time) ~ condition + domain + session_num + (1|id:condition) + (1|id:domain:condition),3649.786925,3699.647738
log(response_time) ~ condition + domain + session_num + (1|stimulus:condition) + (1|id:domain:condition),3009.290300,3059.151113
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain),2611.003467,2666.404370
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition),2651.054632,2706.455535
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),2670.941682,2726.342585
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),2613.990372,2669.391275
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition),3619.200839,3674.601742
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),2947.890546,3003.291449
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),3621.110245,3676.511149
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),2959.201706,3014.602609
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),3624.458350,3679.859253
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),2939.948805,2995.349708
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),2601.883658,2657.284561
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2629.141319,2684.542222
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2616.428826,2671.829729
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2677.049281,2732.450184
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2642.863433,2698.264336
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2688.201443,2743.602346
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2937.813314,2993.214217
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3637.423825,3692.824728
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2955.697594,3011.098497
log(response_time) ~ condition + domain + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2962.462205,3017.863108
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),2588.576499,2649.517493
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),2612.935148,2673.876142
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),2600.220623,2661.161616
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),2650.224124,2711.165118
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),2615.456299,2676.397293
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),2615.291066,2676.232059
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2922.549186,2983.490179
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),3621.082188,3682.023182
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2934.839987,2995.780980
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2939.563551,3000.504545
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2603.459622,2664.400616
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2603.883501,2664.824495
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2618.195281,2679.136274
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2643.920170,2704.861163
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2939.813314,3000.754307
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),2590.038115,2656.519198
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),2590.561595,2657.042678
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),2601.865113,2668.346197
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2616.659517,2683.140601
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2924.526461,2991.007544
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2605.459619,2671.940703
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),2592.020248,2664.041423
log(response_time) ~ condition * domain + (1|id),3654.931152,3715.872146
log(response_time) ~ condition * domain + (1|stimulus),3061.344409,3122.285402
log(response_time) ~ condition * domain + (1|id:domain),3665.615093,3726.556087
log(response_time) ~ condition * domain + (1|id:condition),3661.243129,3722.184123
log(response_time) ~ condition * domain + (1|stimulus:condition),3344.063464,3405.004458
log(response_time) ~ condition * domain + (1|id:domain:condition),3697.410630,3758.351624
log(response_time) ~ condition * domain + (1|id) + (1|stimulus),2720.915142,2787.396226
log(response_time) ~ condition * domain + (1|id) + (1|id:domain),3646.400347,3712.881431
log(response_time) ~ condition * domain + (1|id) + (1|id:condition),3642.856574,3709.337658
log(response_time) ~ condition * domain + (1|id) + (1|stimulus:condition),3026.255636,3092.736720
log(response_time) ~ condition * domain + (1|id) + (1|id:domain:condition),3640.067197,3706.548281
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:domain),2681.096324,2747.577408
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:condition),2685.336587,2751.817670
log(response_time) ~ condition * domain + (1|stimulus) + (1|stimulus:condition),3063.344026,3129.825109
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:domain:condition),2701.222655,2767.703738
log(response_time) ~ condition * domain + (1|id:domain) + (1|id:condition),3647.236770,3713.717854
log(response_time) ~ condition * domain + (1|id:domain) + (1|stimulus:condition),3017.906061,3084.387145
