formula,AIC,BIC
response_time ~ condition + domain + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16051.873386,16101.734199
response_time ~ condition + domain + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15549.144821,15599.005633
response_time ~ condition + domain + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15536.303936,15586.164749
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),15216.560040,15271.960943
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15250.201527,15305.602430
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15235.942467,15291.343370
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15247.203642,15302.604545
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15236.112095,15291.512999
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15241.935719,15297.336623
response_time ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15514.460195,15569.861098
response_time ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16043.951298,16099.352201
response_time ~ condition + domain + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15534.295434,15589.696337
response_time ~ condition + domain + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15527.391192,15582.792095
response_time ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15223.247790,15278.648694
response_time ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15223.247790,15278.648694
response_time ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15248.929088,15304.329991
response_time ~ condition + domain + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15248.976754,15304.377657
response_time ~ condition + domain + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15521.470285,15576.871188
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15218.560040,15279.501034
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15218.560040,15279.501034
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15237.942467,15298.883460
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15238.112095,15299.053088
response_time ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15516.460195,15577.401188
response_time ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15225.247790,15286.188784
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15220.560040,15287.041124
response_time ~ domain + session_num + (1|id),16036.523117,16069.763659
response_time ~ domain + session_num + (1|stimulus),15402.348195,15435.588737
response_time ~ domain + session_num + (1|id:domain),16047.948605,16081.189146
response_time ~ domain + session_num + (1|id:condition),16050.720437,16083.960978
response_time ~ domain + session_num + (1|stimulus:condition),15666.162785,15699.403327
response_time ~ domain + session_num + (1|id:domain:condition),16084.439171,16117.679713
response_time ~ domain + session_num + (1|id) + (1|stimulus),15247.936901,15286.717533
response_time ~ domain + session_num + (1|id) + (1|id:domain),16034.369678,16073.150311
response_time ~ domain + session_num + (1|id) + (1|id:condition),16035.576783,16074.357415
response_time ~ domain + session_num + (1|id) + (1|stimulus:condition),15532.510851,15571.291484
response_time ~ domain + session_num + (1|id) + (1|id:domain:condition),16037.830605,16076.611238
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain),15231.393178,15270.173811
response_time ~ domain + session_num + (1|stimulus) + (1|id:condition),15249.813636,15288.594269
response_time ~ domain + session_num + (1|stimulus) + (1|stimulus:condition),15404.348195,15443.128827
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain:condition),15272.609443,15311.390075
response_time ~ domain + session_num + (1|id:domain) + (1|id:condition),16043.329953,16082.110585
response_time ~ domain + session_num + (1|id:domain) + (1|stimulus:condition),15531.992603,15570.773235
response_time ~ domain + session_num + (1|id:domain) + (1|id:domain:condition),16049.948605,16088.729237
response_time ~ domain + session_num + (1|id:condition) + (1|stimulus:condition),15532.471503,15571.252135
response_time ~ domain + session_num + (1|id:condition) + (1|id:domain:condition),16052.720437,16091.501069
response_time ~ domain + session_num + (1|stimulus:condition) + (1|id:domain:condition),15564.711440,15603.492072
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain),15220.691014,15265.011737
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition),15234.545783,15278.866506
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),15249.915700,15294.236422
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),15225.313398,15269.634121
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition),16033.250461,16077.571184
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),15518.119970,15562.440693
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),16036.369678,16080.690401
response_time ~ domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),15519.487674,15563.808397
response_time ~ domain + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),16037.576783,16081.897506
response_time ~ domain + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),15518.616674,15562.937396
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),15212.430769,15256.751492
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15233.393178,15277.713901
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15228.097102,15272.417825
response_time ~ domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15251.695476,15296.016198
response_time ~ domain + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15241.253678,15285.574400
response_time ~ domain + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15274.609443,15318.930165
response_time ~ domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15511.294707,15555.615429
response_time ~ domain + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16045.329953,16089.650675
response_time ~ domain + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15529.454207,15573.774930
response_time ~ domain + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15530.150757,15574.471480
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),15205.709566,15255.570379
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15222.691014,15272.551827
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15217.418998,15267.279811
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15236.447885,15286.308698
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15225.424423,15275.285236
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15227.313398,15277.174211
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15503.780936,15553.641749
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16035.250461,16085.111274
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15515.655266,15565.516079
response_time ~ domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15516.834302,15566.695114
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15214.430769,15264.291582
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15214.430769,15264.291582
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15230.097102,15279.957915
response_time ~ domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15243.253683,15293.114495
response_time ~ domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15513.294707,15563.155520
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15207.709566,15263.110469
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15207.709566,15263.110469
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15219.418998,15274.819901
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15227.424447,15282.825350
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15505.780936,15561.181839
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15216.430770,15271.831673
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15209.709566,15270.650560
response_time ~ condition + session_num + (1|id),16095.910610,16129.151152
response_time ~ condition + session_num + (1|stimulus),15405.459960,15438.700502
response_time ~ condition + session_num + (1|id:domain),16060.629386,16093.869928
response_time ~ condition + session_num + (1|id:condition),16111.609862,16144.850404
response_time ~ condition + session_num + (1|stimulus:condition),15686.090523,15719.331065
response_time ~ condition + session_num + (1|id:domain:condition),16114.409075,16147.649617
response_time ~ condition + session_num + (1|id) + (1|stimulus),15251.789414,15290.570047
response_time ~ condition + session_num + (1|id) + (1|id:domain),16058.751275,16097.531907
response_time ~ condition + session_num + (1|id) + (1|id:condition),16095.885251,16134.665883
response_time ~ condition + session_num + (1|id) + (1|stimulus:condition),15553.472726,15592.253358
response_time ~ condition + session_num + (1|id) + (1|id:domain:condition),16085.241097,16124.021729
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain),15232.674739,15271.455371
response_time ~ condition + session_num + (1|stimulus) + (1|id:condition),15257.789991,15296.570623
response_time ~ condition + session_num + (1|stimulus) + (1|stimulus:condition),15407.459960,15446.240593
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain:condition),15278.929619,15317.710251
response_time ~ condition + session_num + (1|id:domain) + (1|id:condition),16059.456604,16098.237236
response_time ~ condition + session_num + (1|id:domain) + (1|stimulus:condition),15542.055591,15580.836224
response_time ~ condition + session_num + (1|id:domain) + (1|id:domain:condition),16062.629386,16101.410018
response_time ~ condition + session_num + (1|id:condition) + (1|stimulus:condition),15553.726412,15592.507045
response_time ~ condition + session_num + (1|id:condition) + (1|id:domain:condition),16103.577708,16142.358340
response_time ~ condition + session_num + (1|stimulus:condition) + (1|id:domain:condition),15580.356107,15619.136739
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain),15223.383670,15267.704392
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition),15241.440633,15285.761356
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),15253.789414,15298.110137
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),15231.346181,15275.666904
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition),16058.328225,16102.648948
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),15534.052464,15578.373186
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),16060.751275,16105.071997
response_time ~ condition + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),15540.744695,15585.065418
response_time ~ condition + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),16087.241097,16131.561819
response_time ~ condition + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),15537.832110,15582.152833
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),15217.912930,15262.233653
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15234.674739,15278.995462
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15231.006532,15275.327255
response_time ~ condition + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15259.665888,15303.986610
response_time ~ condition + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15248.982463,15293.303185
response_time ~ condition + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15280.929619,15325.250342
response_time ~ condition + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15524.536853,15568.857576
response_time ~ condition + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16061.456604,16105.777326
response_time ~ condition + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15539.725328,15584.046051
response_time ~ condition + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15550.249652,15594.570374
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),15211.603550,15261.464363
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15225.383670,15275.244483
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15221.721662,15271.582475
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15243.356732,15293.217545
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15232.106485,15281.967297
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15233.346181,15283.206994
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15519.976470,15569.837283
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16060.328225,16110.189038
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15531.775649,15581.636462
response_time ~ condition + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15536.882541,15586.743354
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15219.912930,15269.773743
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15219.912930,15269.773743
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15233.006532,15282.867345
response_time ~ condition + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15250.982463,15300.843276
response_time ~ condition + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15526.536853,15576.397666
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15213.603551,15269.004454
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15213.603550,15269.004453
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15223.721661,15279.122565
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15234.106486,15289.507389
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15521.976470,15577.377373
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15221.912930,15277.313833
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15215.603550,15276.544544
response_time ~ condition + domain + session_num + (1|id),16038.648805,16082.969527
response_time ~ condition + domain + session_num + (1|stimulus),15400.810077,15445.130799
response_time ~ condition + domain + session_num + (1|id:domain),16049.942156,16094.262879
response_time ~ condition + domain + session_num + (1|id:condition),16054.314387,16098.635109
response_time ~ condition + domain + session_num + (1|stimulus:condition),15668.457509,15712.778232
response_time ~ condition + domain + session_num + (1|id:domain:condition),16087.492794,16131.813516
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus),15247.153145,15297.013958
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain),16036.472882,16086.333695
response_time ~ condition + domain + session_num + (1|id) + (1|id:condition),16038.445850,16088.306663
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus:condition),15535.505301,15585.366114
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain:condition),16040.203553,16090.064366
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain),15230.320166,15280.180979
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:condition),15253.173643,15303.034456
response_time ~ condition + domain + session_num + (1|stimulus) + (1|stimulus:condition),15402.810077,15452.670890
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain:condition),15275.289840,15325.150653
response_time ~ condition + domain + session_num + (1|id:domain) + (1|id:condition),16046.560705,16096.421518
response_time ~ condition + domain + session_num + (1|id:domain) + (1|stimulus:condition),15534.910351,15584.771164
response_time ~ condition + domain + session_num + (1|id:domain) + (1|id:domain:condition),16051.942156,16101.802969
response_time ~ condition + domain + session_num + (1|id:condition) + (1|stimulus:condition),15535.993541,15585.854354
response_time ~ condition + domain + session_num + (1|id:condition) + (1|id:domain:condition),16056.314387,16106.175199
response_time ~ condition + domain + session_num + (1|stimulus:condition) + (1|id:domain:condition),15567.922809,15617.783622
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain),15219.758190,15275.159093
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition),15236.808371,15292.209274
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),15249.153145,15304.554049
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),15227.062684,15282.463587
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition),16036.120934,16091.521837
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),15521.115970,15576.516873
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),16038.472882,16093.873785
response_time ~ condition + domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),15522.838501,15578.239404
response_time ~ condition + domain + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),16040.445850,16095.846753
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),15521.875211,15577.276114
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),15215.060407,15270.461310
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15232.320166,15287.721069
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15228.663227,15284.064130
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15255.055720,15310.456624
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15244.638738,15300.039641
response_time ~ condition + domain + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15277.289840,15332.690743
response_time ~ condition + domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15514.696132,15570.097036
response_time ~ condition + domain + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16048.560705,16103.961608
response_time ~ condition + domain + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15532.545838,15587.946741
response_time ~ condition + domain + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15533.683276,15589.084180
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),15207.990061,15268.931054
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15221.758190,15282.699183
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15218.102687,15279.043681
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15238.729639,15299.670632
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15227.753301,15288.694294
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15229.062684,15290.003677
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15507.142084,15568.083078
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16038.120934,16099.061927
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15518.825119,15579.766113
response_time ~ condition + domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15520.207812,15581.148806
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15217.060407,15278.001401
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15217.060407,15278.001401
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15230.663227,15291.604221
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15246.638738,15307.579731
response_time ~ condition + domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15516.696132,15577.637126
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15209.990061,15276.471145
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15209.990066,15276.471150
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15220.102687,15286.583771
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15229.753301,15296.234385
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15509.142084,15575.623168
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15219.060407,15285.541491
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15211.990062,15284.011236
response_time ~ condition * domain + (1|id),16056.779412,16117.720406
response_time ~ condition * domain + (1|stimulus),15434.778309,15495.719302
response_time ~ condition * domain + (1|id:domain),16068.759874,16129.700868
response_time ~ condition * domain + (1|id:condition),16062.398666,16123.339660
response_time ~ condition * domain + (1|stimulus:condition),15708.201721,15769.142715
response_time ~ condition * domain + (1|id:domain:condition),16099.686543,16160.627537
response_time ~ condition * domain + (1|id) + (1|stimulus),15280.643630,15347.124714
response_time ~ condition * domain + (1|id) + (1|id:domain),16054.809644,16121.290727
response_time ~ condition * domain + (1|id) + (1|id:condition),16051.032815,16117.513899
response_time ~ condition * domain + (1|id) + (1|stimulus:condition),15567.503326,15633.984410
response_time ~ condition * domain + (1|id) + (1|id:domain:condition),16056.514216,16122.995300
response_time ~ condition * domain + (1|stimulus) + (1|id:domain),15265.523766,15332.004850
response_time ~ condition * domain + (1|stimulus) + (1|id:condition),15261.733005,15328.214089
response_time ~ condition * domain + (1|stimulus) + (1|stimulus:condition),15436.778309,15503.259393
response_time ~ condition * domain + (1|stimulus) + (1|id:domain:condition),15289.391276,15355.872359
response_time ~ condition * domain + (1|id:domain) + (1|id:condition),16056.661208,16123.142292
response_time ~ condition * domain + (1|id:domain) + (1|stimulus:condition),15569.537373,15636.018457
response_time ~ condition * domain + (1|id:domain) + (1|id:domain:condition),16070.427431,16136.908515
response_time ~ condition * domain + (1|id:condition) + (1|stimulus:condition),15546.315004,15612.796088
response_time ~ condition * domain + (1|id:condition) + (1|id:domain:condition),16064.398666,16130.879750
response_time ~ condition * domain + (1|stimulus:condition) + (1|id:domain:condition),15583.704493,15650.185577
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain),15254.469341,15326.490515
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:condition),15251.456282,15323.477456
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|stimulus:condition),15282.643631,15354.664806
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain:condition),15246.813636,15318.834811
response_time ~ condition * domain + (1|id) + (1|id:domain) + (1|id:condition),16048.767428,16120.788602
response_time ~ condition * domain + (1|id) + (1|id:domain) + (1|stimulus:condition),15554.013199,15626.034373
response_time ~ condition * domain + (1|id) + (1|id:domain) + (1|id:domain:condition),16056.454270,16128.475444
response_time ~ condition * domain + (1|id) + (1|id:condition) + (1|stimulus:condition),15537.755283,15609.776457
response_time ~ condition * domain + (1|id) + (1|id:condition) + (1|id:domain:condition),16053.032815,16125.053989
response_time ~ condition * domain + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),15542.228405,15614.249579
response_time ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|id:condition),15227.319736,15299.340910
response_time ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15267.523766,15339.544940
response_time ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15253.678703,15325.699877
response_time ~ condition * domain + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15263.661691,15335.682865
response_time ~ condition * domain + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15253.557702,15325.578876
response_time ~ condition * domain + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15291.391276,15363.412450
response_time ~ condition * domain + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15527.102611,15599.123785
response_time ~ condition * domain + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16058.661208,16130.682382
response_time ~ condition * domain + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15556.819937,15628.841111
response_time ~ condition * domain + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15543.921317,15615.942491
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),15222.660682,15300.221947
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15256.469341,15334.030606
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15242.678765,15320.240029
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15253.456280,15331.017545
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15242.741996,15320.303261
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15248.813637,15326.374901
