formula,AIC,BIC
response_time ~ condition * domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15522.104280,15599.665544
response_time ~ condition * domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16050.767428,16128.328693
response_time ~ condition * domain + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15541.967286,15619.528551
response_time ~ condition * domain + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15535.030547,15612.591811
response_time ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15229.319736,15306.881000
response_time ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15229.319736,15306.881000
response_time ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15255.678703,15333.239967
response_time ~ condition * domain + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15255.557702,15333.118966
response_time ~ condition * domain + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15529.102611,15606.663876
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15224.660682,15307.762037
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15224.660682,15307.762037
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15244.678765,15327.780120
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15244.741996,15327.843351
response_time ~ condition * domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15524.104280,15607.205635
response_time ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15231.319736,15314.421091
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15226.660682,15315.302127
response_time ~ domain * session_num + (1|id),16040.399313,16084.720036
response_time ~ domain * session_num + (1|stimulus),15405.681938,15450.002661
response_time ~ domain * session_num + (1|id:domain),16051.651781,16095.972503
response_time ~ domain * session_num + (1|id:condition),16054.644233,16098.964955
response_time ~ domain * session_num + (1|stimulus:condition),15669.197095,15713.517817
response_time ~ domain * session_num + (1|id:domain:condition),16088.396511,16132.717234
response_time ~ domain * session_num + (1|id) + (1|stimulus),15251.402745,15301.263558
response_time ~ domain * session_num + (1|id) + (1|id:domain),16038.179235,16088.040048
response_time ~ domain * session_num + (1|id) + (1|id:condition),16039.480650,16089.341463
response_time ~ domain * session_num + (1|id) + (1|stimulus:condition),15535.811780,15585.672593
response_time ~ domain * session_num + (1|id) + (1|id:domain:condition),16041.733849,16091.594662
response_time ~ domain * session_num + (1|stimulus) + (1|id:domain),15234.566544,15284.427357
response_time ~ domain * session_num + (1|stimulus) + (1|id:condition),15253.369384,15303.230197
response_time ~ domain * session_num + (1|stimulus) + (1|stimulus:condition),15407.681936,15457.542749
response_time ~ domain * session_num + (1|stimulus) + (1|id:domain:condition),15276.482731,15326.343544
response_time ~ domain * session_num + (1|id:domain) + (1|id:condition),16047.132367,16096.993179
response_time ~ domain * session_num + (1|id:domain) + (1|stimulus:condition),15534.559629,15584.420441
response_time ~ domain * session_num + (1|id:domain) + (1|id:domain:condition),16053.651781,16103.512594
response_time ~ domain * session_num + (1|id:condition) + (1|stimulus:condition),15535.888536,15585.749349
response_time ~ domain * session_num + (1|id:condition) + (1|id:domain:condition),16056.644233,16106.505046
response_time ~ domain * session_num + (1|stimulus:condition) + (1|id:domain:condition),15568.551900,15618.412713
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain),15223.951958,15279.352861
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:condition),15238.081149,15293.482052
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),15253.376845,15308.777748
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),15229.067024,15284.467927
response_time ~ domain * session_num + (1|id) + (1|id:domain) + (1|id:condition),16037.095092,16092.495996
response_time ~ domain * session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),15520.988235,15576.389138
response_time ~ domain * session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),16040.179235,16095.580138
response_time ~ domain * session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),15522.884065,15578.284968
response_time ~ domain * session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),16041.480650,16096.881554
response_time ~ domain * session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),15522.266783,15577.667686
response_time ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),15215.761145,15271.162048
response_time ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15236.566544,15291.967447
response_time ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15231.593679,15286.994582
response_time ~ domain * session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15255.242128,15310.643032
response_time ~ domain * session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15244.987002,15300.387906
response_time ~ domain * session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15278.482731,15333.883634
response_time ~ domain * session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15514.198036,15569.598939
response_time ~ domain * session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16049.132367,16104.533270
response_time ~ domain * session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15532.632474,15588.033377
response_time ~ domain * session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15533.746974,15589.147877
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),15209.074774,15270.015768
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15225.951958,15286.892952
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15220.978751,15281.919744
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15239.974682,15300.915675
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15229.151131,15290.092125
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15231.067024,15292.008018
response_time ~ domain * session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15506.786071,15567.727064
response_time ~ domain * session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16039.095092,16100.036086
response_time ~ domain * session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15519.023799,15579.964793
response_time ~ domain * session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15520.420443,15581.361437
response_time ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15217.761145,15278.702138
response_time ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15217.761145,15278.702139
response_time ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15233.593688,15294.534681
response_time ~ domain * session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15246.987002,15307.927996
response_time ~ domain * session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15516.198036,15577.139029
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15211.074775,15277.555858
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15211.074774,15277.555858
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15222.978751,15289.459834
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15231.151131,15297.632215
response_time ~ domain * session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15508.786071,15575.267154
response_time ~ domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15219.761145,15286.242229
response_time ~ domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15213.074775,15285.095949
response_time ~ condition * domain + session_num + (1|id),16045.480058,16111.961142
response_time ~ condition * domain + session_num + (1|stimulus),15407.082771,15473.563855
response_time ~ condition * domain + session_num + (1|id:domain),16056.841659,16123.322743
response_time ~ condition * domain + session_num + (1|id:condition),16061.015213,16127.496297
response_time ~ condition * domain + session_num + (1|stimulus:condition),15676.080462,15742.561546
response_time ~ condition * domain + session_num + (1|id:domain:condition),16094.756858,16161.237942
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus),15253.424121,15325.445295
response_time ~ condition * domain + session_num + (1|id) + (1|id:domain),16043.352132,16115.373307
response_time ~ condition * domain + session_num + (1|id) + (1|id:condition),16045.235311,16117.256485
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus:condition),15543.150258,15615.171432
response_time ~ condition * domain + session_num + (1|id) + (1|id:domain:condition),16047.099363,16119.120538
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:domain),15236.500131,15308.521305
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:condition),15259.269353,15331.290527
response_time ~ condition * domain + session_num + (1|stimulus) + (1|stimulus:condition),15409.082771,15481.103946
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:domain:condition),15282.504333,15354.525508
response_time ~ condition * domain + session_num + (1|id:domain) + (1|id:condition),16053.382244,16125.403419
response_time ~ condition * domain + session_num + (1|id:domain) + (1|stimulus:condition),15542.551171,15614.572345
response_time ~ condition * domain + session_num + (1|id:domain) + (1|id:domain:condition),16058.841659,16130.862833
response_time ~ condition * domain + session_num + (1|id:condition) + (1|stimulus:condition),15543.602869,15615.624044
response_time ~ condition * domain + session_num + (1|id:condition) + (1|id:domain:condition),16063.015213,16135.036387
response_time ~ condition * domain + session_num + (1|stimulus:condition) + (1|id:domain:condition),15575.591105,15647.612279
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain),15225.961772,15303.523037
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:condition),15242.975088,15320.536352
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),15255.424121,15332.985385
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),15233.813069,15311.374333
response_time ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|id:condition),16042.959946,16120.521211
response_time ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),15528.763991,15606.325256
response_time ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),16045.352132,16122.913397
response_time ~ condition * domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),15530.469944,15608.031209
response_time ~ condition * domain + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),16047.235311,16124.796576
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),15529.525264,15607.086528
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),15221.140786,15298.702051
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15238.500131,15316.061396
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15235.151628,15312.712893
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15261.196571,15338.757836
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15251.212784,15328.774049
response_time ~ condition * domain + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15284.504333,15362.065598
response_time ~ condition * domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15522.325818,15599.887082
response_time ~ condition * domain + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16055.382244,16132.943509
response_time ~ condition * domain + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15540.202295,15617.763559
response_time ~ condition * domain + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15541.294678,15618.855943
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),15214.100799,15297.202154
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15227.961772,15311.063127
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15224.594049,15307.695403
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15244.931103,15328.032458
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15234.391017,15317.492372
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15235.813069,15318.914423
response_time ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15514.782421,15597.883776
response_time ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16044.959946,16128.061301
response_time ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15526.481589,15609.582944
response_time ~ condition * domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15527.843265,15610.944620
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15223.140786,15306.242141
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15223.140786,15306.242141
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15237.151628,15320.252983
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15253.212784,15336.314139
response_time ~ condition * domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15524.325818,15607.427173
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15216.100799,15304.742244
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15216.100799,15304.742244
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15226.594049,15315.235494
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15236.391017,15325.032462
response_time ~ condition * domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15516.782422,15605.423867
response_time ~ condition * domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15225.140787,15313.782232
response_time ~ condition * domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15218.100800,15312.282335
response_time ~ domain * session_num + condition + (1|id),16042.526899,16097.927803
response_time ~ domain * session_num + condition + (1|stimulus),15404.149749,15459.550652
response_time ~ domain * session_num + condition + (1|id:domain),16053.646321,16109.047224
response_time ~ domain * session_num + condition + (1|id:condition),16058.238144,16113.639048
response_time ~ domain * session_num + condition + (1|stimulus:condition),15671.493045,15726.893949
response_time ~ domain * session_num + condition + (1|id:domain:condition),16091.449634,16146.850537
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus),15250.624941,15311.565935
response_time ~ domain * session_num + condition + (1|id) + (1|id:domain),16040.283878,16101.224872
response_time ~ domain * session_num + condition + (1|id) + (1|id:condition),16042.348231,16103.289224
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus:condition),15538.806564,15599.747557
response_time ~ domain * session_num + condition + (1|id) + (1|id:domain:condition),16044.103613,16105.044607
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:domain),15233.494523,15294.435517
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:condition),15256.729538,15317.670531
response_time ~ domain * session_num + condition + (1|stimulus) + (1|stimulus:condition),15406.149749,15467.090742
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:domain:condition),15279.161776,15340.102769
response_time ~ domain * session_num + condition + (1|id:domain) + (1|id:condition),16050.355909,16111.296903
response_time ~ domain * session_num + condition + (1|id:domain) + (1|stimulus:condition),15537.478073,15598.419067
response_time ~ domain * session_num + condition + (1|id:domain) + (1|id:domain:condition),16055.646321,16116.587314
response_time ~ domain * session_num + condition + (1|id:condition) + (1|stimulus:condition),15539.410179,15600.351173
response_time ~ domain * session_num + condition + (1|id:condition) + (1|id:domain:condition),16060.238144,16121.179138
response_time ~ domain * session_num + condition + (1|stimulus:condition) + (1|id:domain:condition),15571.760214,15632.701207
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain),15223.021902,15289.502986
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:condition),15240.342739,15306.823823
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|stimulus:condition),15252.624941,15319.106025
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain:condition),15230.811012,15297.292096
response_time ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|id:condition),16039.963139,16106.444223
response_time ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|stimulus:condition),15523.984315,15590.465399
response_time ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|id:domain:condition),16042.283878,16108.764962
response_time ~ domain * session_num + condition + (1|id) + (1|id:condition) + (1|stimulus:condition),15526.234386,15592.715470
response_time ~ domain * session_num + condition + (1|id) + (1|id:condition) + (1|id:domain:condition),16044.348231,16110.829314
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),15525.520390,15592.001474
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|id:condition),15218.382543,15284.863627
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15235.494523,15301.975607
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15232.121602,15298.602686
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15258.602508,15325.083592
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15248.372142,15314.853226
response_time ~ domain * session_num + condition + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15281.161776,15347.642860
response_time ~ domain * session_num + condition + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15517.595208,15584.076292
response_time ~ domain * session_num + condition + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16052.355909,16118.836993
response_time ~ domain * session_num + condition + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15535.711616,15602.192700
response_time ~ domain * session_num + condition + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15537.278178,15603.759261
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),15211.351127,15283.372301
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15225.021902,15297.043076
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15221.629258,15293.650432
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15242.256266,15314.277441
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15231.479736,15303.500910
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15232.811012,15304.832186
response_time ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15510.146067,15582.167241
response_time ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16041.963139,16113.984313
response_time ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15522.183070,15594.204244
response_time ~ domain * session_num + condition + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15523.791307,15595.812481
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15220.382543,15292.403718
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15220.382543,15292.403717
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15234.121602,15306.142777
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15250.372142,15322.393316
response_time ~ domain * session_num + condition + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15519.595208,15591.616382
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15213.351127,15290.912392
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),15213.351127,15290.912392
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15223.629258,15301.190522
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15233.479736,15311.041001
response_time ~ domain * session_num + condition + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15512.146067,15589.707331
response_time ~ domain * session_num + condition + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15222.382543,15299.943808
response_time ~ domain * session_num + condition + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15215.351127,15298.452482
response_time ~ condition * domain + domain * session_num + (1|id),16049.187607,16126.748872
response_time ~ condition * domain + domain * session_num + (1|stimulus),15410.220225,15487.781490
response_time ~ condition * domain + domain * session_num + (1|id:domain),16060.324752,16137.886017
response_time ~ condition * domain + domain * session_num + (1|id:condition),16064.798183,16142.359447
response_time ~ condition * domain + domain * session_num + (1|stimulus:condition),15679.051701,15756.612965
response_time ~ condition * domain + domain * session_num + (1|id:domain:condition),16098.633398,16176.194663
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus),15256.783513,15339.884868
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:domain),16046.970718,16130.072073
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:condition),16048.983045,16132.084400
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus:condition),15546.415350,15629.516705
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:domain:condition),16050.845889,16133.947244
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain),15239.420742,15322.522097
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:condition),15262.766047,15345.867402
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|stimulus:condition),15412.220225,15495.321580
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain:condition),15286.362533,15369.463888
response_time ~ condition * domain + domain * session_num + (1|id:domain) + (1|id:condition),16056.989378,16140.090733
response_time ~ condition * domain + domain * session_num + (1|id:domain) + (1|stimulus:condition),15545.016969,15628.118324
response_time ~ condition * domain + domain * session_num + (1|id:domain) + (1|id:domain:condition),16062.324752,16145.426107
response_time ~ condition * domain + domain * session_num + (1|id:condition) + (1|stimulus:condition),15546.996995,15630.098350
response_time ~ condition * domain + domain * session_num + (1|id:condition) + (1|id:domain:condition),16066.798183,16149.899538
response_time ~ condition * domain + domain * session_num + (1|stimulus:condition) + (1|id:domain:condition),15579.403392,15662.504747
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain),15229.010180,15317.651625
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:condition),15246.437325,15335.078771
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),15258.783513,15347.424959
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),15237.530076,15326.171521
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|id:condition),16046.625621,16135.267066
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),15531.554992,15620.196437
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),16048.970718,16137.612163
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),15533.841249,15622.482694
response_time ~ condition * domain + domain * session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),16050.983045,16139.624490
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),15533.142865,15621.784310
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),15224.267253,15312.908698
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15241.420742,15330.062187
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15238.436102,15327.077548
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15264.687461,15353.328906
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15254.921749,15343.563194
response_time ~ condition * domain + domain * session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15288.362533,15377.003978
response_time ~ condition * domain + domain * session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),15525.150909,15613.792354
response_time ~ condition * domain + domain * session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),16058.989378,16147.630823
response_time ~ condition * domain + domain * session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),15543.288332,15631.929777
response_time ~ condition * domain + domain * session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),15544.867034,15633.508479
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),15217.287354,15311.468890
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),15231.010180,15325.191715
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),15227.982387,15322.163922
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),15248.388840,15342.570376
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),15238.085095,15332.266631
response_time ~ condition * domain + domain * session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),15239.530076,15333.711611
