formula,AIC,BIC
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|stimulus:condition),1392.797731,1430.664946
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain:condition),1344.774803,1382.642018
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition),1442.760666,1480.627881
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|stimulus:condition),1395.966469,1433.833684
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|id:domain:condition),1444.036672,1481.903888
log(response_time) ~ condition + domain + (1|id) + (1|id:condition) + (1|stimulus:condition),1431.834872,1469.702087
log(response_time) ~ condition + domain + (1|id) + (1|id:condition) + (1|id:domain:condition),1454.677801,1492.545016
log(response_time) ~ condition + domain + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),1392.037186,1429.904401
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition),1333.344194,1371.211409
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),1345.951630,1383.818845
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),1333.660375,1371.527590
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),1400.456196,1438.323411
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),1359.428093,1397.295308
log(response_time) ~ condition + domain + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),1362.518515,1400.385730
log(response_time) ~ condition + domain + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1383.399571,1421.266786
log(response_time) ~ condition + domain + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1443.227487,1481.094702
log(response_time) ~ condition + domain + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1382.952844,1420.820059
log(response_time) ~ condition + domain + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1405.297429,1443.164644
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),1334.477558,1377.078175
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),1346.411314,1389.011931
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),1334.214814,1376.815431
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),1386.369167,1428.969784
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),1346.774803,1389.375420
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),1346.275759,1388.876376
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1384.679199,1427.279816
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1444.250760,1486.851377
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1383.502474,1426.103091
log(response_time) ~ condition + domain + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1394.037186,1436.637803
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1335.172769,1377.773386
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1333.622603,1376.223220
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1335.311948,1377.912565
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1360.835035,1403.435652
log(response_time) ~ condition + domain + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1382.957733,1425.558350
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1336.320081,1383.654100
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1334.606754,1381.940773
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1335.869314,1383.203333
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1348.275759,1395.609778
log(response_time) ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1384.021436,1431.355455
log(response_time) ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1335.291232,1382.625250
log(response_time) ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1336.283385,1388.350805
log(response_time) ~ domain + session_num + (1|id),1466.642421,1490.309430
log(response_time) ~ domain + session_num + (1|stimulus),1474.088927,1497.755936
log(response_time) ~ domain + session_num + (1|id:domain),1434.863047,1458.530056
log(response_time) ~ domain + session_num + (1|id:condition),1483.326224,1506.993233
log(response_time) ~ domain + session_num + (1|stimulus:condition),1508.368368,1532.035377
log(response_time) ~ domain + session_num + (1|id:domain:condition),1461.254031,1484.921041
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus),1370.191236,1398.591647
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain),1435.409179,1463.809590
log(response_time) ~ domain + session_num + (1|id) + (1|id:condition),1466.732858,1495.133269
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus:condition),1415.648216,1444.048628
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain:condition),1444.411949,1472.812360
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain),1322.704631,1351.105042
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:condition),1392.298318,1420.698729
log(response_time) ~ domain + session_num + (1|stimulus) + (1|stimulus:condition),1475.869173,1504.269584
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain:condition),1353.575198,1381.975610
log(response_time) ~ domain + session_num + (1|id:domain) + (1|id:condition),1432.908750,1461.309161
log(response_time) ~ domain + session_num + (1|id:domain) + (1|stimulus:condition),1368.829295,1397.229707
log(response_time) ~ domain + session_num + (1|id:domain) + (1|id:domain:condition),1432.889775,1461.290187
log(response_time) ~ domain + session_num + (1|id:condition) + (1|stimulus:condition),1437.609536,1466.009947
log(response_time) ~ domain + session_num + (1|id:condition) + (1|id:domain:condition),1460.484711,1488.885122
log(response_time) ~ domain + session_num + (1|stimulus:condition) + (1|id:domain:condition),1398.112157,1426.512568
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain),1323.289430,1356.423243
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition),1371.108612,1404.242425
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),1372.029818,1405.163631
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),1335.017879,1368.151692
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition),1433.906410,1467.040224
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),1369.540402,1402.674215
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),1433.518990,1466.652803
log(response_time) ~ domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),1417.124706,1450.258519
log(response_time) ~ domain + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),1446.411949,1479.545762
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),1381.026635,1414.160448
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),1321.498832,1354.632646
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),1323.782503,1356.916316
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),1319.341957,1352.475770
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),1394.285799,1427.419612
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),1353.062848,1386.196662
log(response_time) ~ domain + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),1354.792727,1387.926541
log(response_time) ~ domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1369.293052,1402.426866
log(response_time) ~ domain + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1434.277372,1467.411185
log(response_time) ~ domain + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1366.173430,1399.307244
log(response_time) ~ domain + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1398.146471,1431.280284
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),1322.425680,1360.292895
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),1324.393832,1362.261047
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),1320.013259,1357.880474
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),1373.025724,1410.892939
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),1337.017879,1374.885094
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),1336.278744,1374.145959
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1370.263572,1408.130787
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1435.144106,1473.011321
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1366.933167,1404.800382
log(response_time) ~ domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1383.026635,1420.893850
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1322.978613,1360.845828
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1321.286334,1359.153549
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1320.456271,1358.323486
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1354.359758,1392.226973
log(response_time) ~ domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1368.173430,1406.040646
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1323.909563,1366.510180
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1322.005798,1364.606415
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1321.142572,1363.743189
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1338.278744,1380.879361
log(response_time) ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1368.933167,1411.533784
log(response_time) ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1322.445728,1365.046345
log(response_time) ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1323.142572,1370.476591
log(response_time) ~ condition + session_num + (1|id),1911.930188,1940.330600
log(response_time) ~ condition + session_num + (1|stimulus),1546.482801,1574.883213
log(response_time) ~ condition + session_num + (1|id:domain),1469.229571,1497.629982
log(response_time) ~ condition + session_num + (1|id:condition),1920.494180,1948.894592
log(response_time) ~ condition + session_num + (1|stimulus:condition),1680.690236,1709.090648
log(response_time) ~ condition + session_num + (1|id:domain:condition),1564.817497,1593.217908
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus),1440.037102,1473.170916
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain),1471.229571,1504.363384
log(response_time) ~ condition + session_num + (1|id) + (1|id:condition),1912.274306,1945.408119
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus:condition),1593.982068,1627.115881
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain:condition),1566.817497,1599.951310
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain),1353.923305,1387.057118
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:condition),1468.479599,1501.613413
log(response_time) ~ condition + session_num + (1|stimulus) + (1|stimulus:condition),1548.375100,1581.508914
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain:condition),1421.273979,1454.407792
log(response_time) ~ condition + session_num + (1|id:domain) + (1|id:condition),1470.542028,1503.675841
log(response_time) ~ condition + session_num + (1|id:domain) + (1|stimulus:condition),1407.275401,1440.409215
log(response_time) ~ condition + session_num + (1|id:domain) + (1|id:domain:condition),1469.672321,1502.806134
log(response_time) ~ condition + session_num + (1|id:condition) + (1|stimulus:condition),1614.660968,1647.794781
log(response_time) ~ condition + session_num + (1|id:condition) + (1|id:domain:condition),1566.817497,1599.951310
log(response_time) ~ condition + session_num + (1|stimulus:condition) + (1|id:domain:condition),1494.433986,1527.567799
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain),1355.923305,1393.790520
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition),1442.017718,1479.884933
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),1442.031742,1479.898957
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),1405.251910,1443.119125
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition),1472.542028,1510.409243
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),1409.275401,1447.142616
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),1471.672321,1509.539536
log(response_time) ~ condition + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),1595.634598,1633.501813
log(response_time) ~ condition + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),1568.817497,1606.684712
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),1496.331663,1534.198878
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),1355.599590,1393.466805
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),1355.753228,1393.620443
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),1353.383931,1391.251146
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),1470.410116,1508.277331
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),1423.063303,1460.930518
log(response_time) ~ condition + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),1422.250649,1460.117864
log(response_time) ~ condition + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1408.395603,1446.262819
log(response_time) ~ condition + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1471.672321,1509.539536
log(response_time) ~ condition + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1405.409342,1443.276557
log(response_time) ~ condition + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1496.433986,1534.301201
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),1357.599590,1400.200207
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),1357.753228,1400.353845
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),1355.383931,1397.984548
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),1444.009879,1486.610496
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),1407.251910,1449.852527
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),1406.407934,1449.008551
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1410.395603,1452.996221
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1473.672321,1516.272938
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1407.409342,1450.009959
log(response_time) ~ condition + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1498.331663,1540.932280
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1357.374509,1399.975126
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1355.383931,1397.984548
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1354.969670,1397.570288
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1424.051572,1466.652189
log(response_time) ~ condition + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1407.409343,1450.009960
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1359.374509,1406.708528
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1357.383931,1404.717950
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1356.969670,1404.303689
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1408.407934,1455.741953
log(response_time) ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1409.409342,1456.743361
log(response_time) ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1356.969670,1404.303689
log(response_time) ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1358.969670,1411.037091
log(response_time) ~ condition + domain + session_num + (1|id),1462.781996,1495.915810
log(response_time) ~ condition + domain + session_num + (1|stimulus),1472.559345,1505.693158
log(response_time) ~ condition + domain + session_num + (1|id:domain),1428.070412,1461.204226
log(response_time) ~ condition + domain + session_num + (1|id:condition),1485.588427,1518.722240
log(response_time) ~ condition + domain + session_num + (1|stimulus:condition),1509.079271,1542.213084
log(response_time) ~ condition + domain + session_num + (1|id:domain:condition),1462.582070,1495.715883
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus),1366.654467,1404.521682
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain),1428.727299,1466.594514
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:condition),1464.528449,1502.395665
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus:condition),1416.187393,1454.054608
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain:condition),1443.822532,1481.689747
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain),1315.749348,1353.616564
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:condition),1394.753657,1432.620872
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|stimulus:condition),1474.528678,1512.395893
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain:condition),1355.136896,1393.004111
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|id:condition),1429.318462,1467.185677
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|stimulus:condition),1368.194339,1406.061554
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|id:domain:condition),1428.675645,1466.542860
log(response_time) ~ condition + domain + session_num + (1|id:condition) + (1|stimulus:condition),1440.262583,1478.129799
log(response_time) ~ condition + domain + session_num + (1|id:condition) + (1|id:domain:condition),1462.375071,1500.242286
log(response_time) ~ condition + domain + session_num + (1|stimulus:condition) + (1|id:domain:condition),1400.273663,1438.140878
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain),1316.421554,1359.022171
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition),1368.621994,1411.222611
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),1368.654467,1411.255084
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),1334.790091,1377.390708
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition),1430.130912,1472.731529
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),1368.974880,1411.575497
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),1429.357522,1471.958139
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),1417.867299,1460.467916
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),1445.822532,1488.423149
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),1382.437623,1425.038240
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),1317.324225,1359.924842
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),1317.664397,1360.265014
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),1315.293770,1357.894387
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),1396.745471,1439.346088
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),1355.086787,1397.687404
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),1356.435814,1399.036431
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1369.087298,1411.687915
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1430.675642,1473.276259
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1366.152460,1408.753077
log(response_time) ~ condition + domain + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1400.580288,1443.180905
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),1318.093101,1365.427120
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),1318.344852,1365.678871
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),1315.999369,1363.333388
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),1370.621994,1417.956013
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),1336.790091,1384.124110
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),1336.275547,1383.609566
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1370.061182,1417.395201
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1431.357522,1478.691541
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1366.973189,1414.307207
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1384.437623,1431.771641
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1319.190137,1366.524156
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1317.293770,1364.627788
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1316.991779,1364.325798
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1356.436015,1403.770034
log(response_time) ~ condition + domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1368.152460,1415.486479
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),1319.975816,1372.043237
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),1317.999369,1370.066790
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),1317.711679,1369.779100
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1338.275547,1390.342968
log(response_time) ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1368.973189,1421.040609
log(response_time) ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1318.991779,1371.059200
log(response_time) ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),1319.711679,1376.512502
log(response_time) ~ condition * domain + (1|id),1484.701479,1522.568695
log(response_time) ~ condition * domain + (1|stimulus),1498.482790,1536.350005
log(response_time) ~ condition * domain + (1|id:domain),1452.366034,1490.233249
log(response_time) ~ condition * domain + (1|id:condition),1493.032598,1530.899813
log(response_time) ~ condition * domain + (1|stimulus:condition),1537.417096,1575.284311
log(response_time) ~ condition * domain + (1|id:domain:condition),1472.130777,1509.997992
log(response_time) ~ condition * domain + (1|id) + (1|stimulus),1394.309227,1436.909844
log(response_time) ~ condition * domain + (1|id) + (1|id:domain),1452.812105,1495.412722
log(response_time) ~ condition * domain + (1|id) + (1|id:condition),1480.471395,1523.072012
log(response_time) ~ condition * domain + (1|id) + (1|stimulus:condition),1443.121779,1485.722396
log(response_time) ~ condition * domain + (1|id) + (1|id:domain:condition),1456.604548,1499.205165
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:domain),1347.190693,1389.791310
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:condition),1402.144032,1444.744649
log(response_time) ~ condition * domain + (1|stimulus) + (1|stimulus:condition),1500.482790,1543.083407
log(response_time) ~ condition * domain + (1|stimulus) + (1|id:domain:condition),1365.048613,1407.649230
log(response_time) ~ condition * domain + (1|id:domain) + (1|id:condition),1445.467546,1488.068163
log(response_time) ~ condition * domain + (1|id:domain) + (1|stimulus:condition),1399.257001,1441.857618
log(response_time) ~ condition * domain + (1|id:domain) + (1|id:domain:condition),1447.380535,1489.981152
