formula,AIC,BIC
response_time ~ condition + domain + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6583.980254,6621.847469
response_time ~ condition + domain + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6561.735602,6599.602817
response_time ~ condition + domain + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6585.222537,6623.089752
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),6524.572356,6567.172973
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),6525.992752,6568.593369
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),6524.287603,6566.888220
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),6568.122344,6610.722961
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),6542.130110,6584.730727
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),6542.130110,6584.730727
response_time ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6564.327351,6606.927968
response_time ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6585.980316,6628.580933
response_time ~ condition + domain + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6563.734702,6606.335319
response_time ~ condition + domain + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6579.985677,6622.586294
response_time ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6524.572356,6567.172973
response_time ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6524.159443,6566.760060
response_time ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6524.288409,6566.889026
response_time ~ condition + domain + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6549.745615,6592.346232
response_time ~ condition + domain + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6563.638946,6606.239563
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6526.572356,6573.906375
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6526.159443,6573.493461
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6526.287603,6573.621622
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6544.130110,6591.464129
response_time ~ condition + domain + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6565.734702,6613.068721
response_time ~ condition + domain + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6526.159443,6573.493462
response_time ~ condition + domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6528.159443,6580.226864
response_time ~ domain + session_num + (1|id),6606.809188,6630.476197
response_time ~ domain + session_num + (1|stimulus),6597.906126,6621.573135
response_time ~ domain + session_num + (1|id:domain),6571.992705,6595.659714
response_time ~ domain + session_num + (1|id:condition),6620.400442,6644.067452
response_time ~ domain + session_num + (1|stimulus:condition),6634.342124,6658.009134
response_time ~ domain + session_num + (1|id:domain:condition),6597.086992,6620.754001
response_time ~ domain + session_num + (1|id) + (1|stimulus),6553.887993,6582.288405
response_time ~ domain + session_num + (1|id) + (1|id:domain),6573.992705,6602.393116
response_time ~ domain + session_num + (1|id) + (1|id:condition),6608.734773,6637.135184
response_time ~ domain + session_num + (1|id) + (1|stimulus:condition),6591.945188,6620.345599
response_time ~ domain + session_num + (1|id) + (1|id:domain:condition),6591.497278,6619.897689
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain),6509.418708,6537.819119
response_time ~ domain + session_num + (1|stimulus) + (1|id:condition),6570.686309,6599.086720
response_time ~ domain + session_num + (1|stimulus) + (1|stimulus:condition),6599.906126,6628.306537
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain:condition),6539.565759,6567.966170
response_time ~ domain + session_num + (1|id:domain) + (1|id:condition),6573.937579,6602.337990
response_time ~ domain + session_num + (1|id:domain) + (1|stimulus:condition),6548.533126,6576.933538
response_time ~ domain + session_num + (1|id:domain) + (1|id:domain:condition),6573.661195,6602.061606
response_time ~ domain + session_num + (1|id:condition) + (1|stimulus:condition),6608.120157,6636.520569
response_time ~ domain + session_num + (1|id:condition) + (1|id:domain:condition),6599.086992,6627.487403
response_time ~ domain + session_num + (1|stimulus:condition) + (1|id:domain:condition),6577.016961,6605.417372
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain),6511.418708,6544.552521
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition),6555.887993,6589.021807
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),6555.887993,6589.021807
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),6533.129226,6566.263039
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition),6575.937579,6609.071392
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),6550.533127,6583.666940
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),6575.661195,6608.795008
response_time ~ domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),6593.945188,6627.079001
response_time ~ domain + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),6593.497278,6626.631091
response_time ~ domain + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),6570.933582,6604.067395
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),6511.418708,6544.552521
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),6511.418708,6544.552521
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),6511.203670,6544.337483
response_time ~ domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),6572.686309,6605.820122
response_time ~ domain + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),6541.565759,6574.699572
response_time ~ domain + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),6541.565759,6574.699572
response_time ~ domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6550.533127,6583.666941
response_time ~ domain + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6575.661195,6608.795008
response_time ~ domain + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6550.256553,6583.390366
response_time ~ domain + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6579.016961,6612.150774
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),6513.418708,6551.285923
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),6513.418708,6551.285923
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),6513.203670,6551.070885
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),6557.887993,6595.755209
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),6535.129226,6572.996441
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),6535.129226,6572.996441
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6552.533127,6590.400342
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6577.661195,6615.528410
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6552.256553,6590.123768
response_time ~ domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6572.933582,6610.800797
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6513.418708,6551.285923
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6513.203670,6551.070885
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6513.203670,6551.070885
response_time ~ domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6543.565759,6581.432974
response_time ~ domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6552.256553,6590.123768
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6515.418708,6558.019325
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6515.203670,6557.804287
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6515.203670,6557.804287
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6537.129226,6579.729843
response_time ~ domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6554.256553,6596.857170
response_time ~ domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6515.203670,6557.804287
response_time ~ domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6517.203698,6564.537717
response_time ~ condition + session_num + (1|id),6822.338784,6850.739196
response_time ~ condition + session_num + (1|stimulus),6649.327969,6677.728381
response_time ~ condition + session_num + (1|id:domain),6601.084291,6629.484702
response_time ~ condition + session_num + (1|id:condition),6830.709264,6859.109675
response_time ~ condition + session_num + (1|stimulus:condition),6751.007718,6779.408129
response_time ~ condition + session_num + (1|id:domain:condition),6669.950529,6698.350940
response_time ~ condition + session_num + (1|id) + (1|stimulus),6604.500890,6637.634703
response_time ~ condition + session_num + (1|id) + (1|id:domain),6603.084291,6636.218104
response_time ~ condition + session_num + (1|id) + (1|id:condition),6823.973389,6857.107203
response_time ~ condition + session_num + (1|id) + (1|stimulus:condition),6706.855450,6739.989263
response_time ~ condition + session_num + (1|id) + (1|id:domain:condition),6671.950529,6705.084342
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain),6535.504823,6568.638636
response_time ~ condition + session_num + (1|stimulus) + (1|id:condition),6623.723592,6656.857406
response_time ~ condition + session_num + (1|stimulus) + (1|stimulus:condition),6651.327969,6684.461783
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain:condition),6585.432957,6618.566771
response_time ~ condition + session_num + (1|id:domain) + (1|id:condition),6603.084291,6636.218104
response_time ~ condition + session_num + (1|id:domain) + (1|stimulus:condition),6578.550747,6611.684561
response_time ~ condition + session_num + (1|id:domain) + (1|id:domain:condition),6603.058629,6636.192442
response_time ~ condition + session_num + (1|id:condition) + (1|stimulus:condition),6722.866949,6756.000762
response_time ~ condition + session_num + (1|id:condition) + (1|id:domain:condition),6671.950529,6705.084342
response_time ~ condition + session_num + (1|stimulus:condition) + (1|id:domain:condition),6642.034963,6675.168776
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain),6537.504823,6575.372038
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition),6606.500890,6644.368105
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),6606.500890,6644.368105
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),6581.250558,6619.117773
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition),6605.084291,6642.951506
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),6580.550747,6618.417963
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),6605.058629,6642.925844
response_time ~ condition + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),6708.855450,6746.722665
response_time ~ condition + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),6673.950529,6711.817744
response_time ~ condition + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),6643.820306,6681.687521
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),6537.504823,6575.372038
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),6537.504823,6575.372038
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),6537.497747,6575.364962
response_time ~ condition + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),6625.723593,6663.590808
response_time ~ condition + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),6587.432962,6625.300177
response_time ~ condition + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),6587.432957,6625.300173
response_time ~ condition + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6580.550748,6618.417963
response_time ~ condition + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6605.058629,6642.925844
response_time ~ condition + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6580.389117,6618.256333
response_time ~ condition + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6644.034963,6681.902179
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),6539.504824,6582.105441
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),6539.504823,6582.105440
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),6539.497747,6582.098364
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),6608.500890,6651.101507
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),6583.250558,6625.851175
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),6583.250558,6625.851175
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6582.550747,6625.151365
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6607.058637,6649.659254
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6582.389118,6624.989735
response_time ~ condition + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6645.820306,6688.420923
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6539.504823,6582.105440
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6539.497747,6582.098364
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6539.497747,6582.098364
response_time ~ condition + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6589.432957,6632.033574
response_time ~ condition + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6582.389117,6624.989735
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6541.504823,6588.838842
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6541.497747,6588.831766
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6541.497747,6588.831766
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6585.250558,6632.584577
response_time ~ condition + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6584.389118,6631.723136
response_time ~ condition + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6541.497747,6588.831766
response_time ~ condition + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6543.497747,6595.565168
response_time ~ condition + domain + session_num + (1|id),6606.835760,6639.969573
response_time ~ condition + domain + session_num + (1|stimulus),6598.925107,6632.058920
response_time ~ condition + domain + session_num + (1|id:domain),6571.151756,6604.285569
response_time ~ condition + domain + session_num + (1|id:condition),6623.001644,6656.135458
response_time ~ condition + domain + session_num + (1|stimulus:condition),6636.057328,6669.191142
response_time ~ condition + domain + session_num + (1|id:domain:condition),6599.414133,6632.547946
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus),6554.299789,6592.167004
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain),6573.151756,6611.018971
response_time ~ condition + domain + session_num + (1|id) + (1|id:condition),6608.835760,6646.702975
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus:condition),6593.603259,6631.470474
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain:condition),6593.167997,6631.035212
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain),6508.996874,6546.864089
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:condition),6573.461884,6611.329099
response_time ~ condition + domain + session_num + (1|stimulus) + (1|stimulus:condition),6600.925107,6638.792322
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain:condition),6542.070674,6579.937890
response_time ~ condition + domain + session_num + (1|id:domain) + (1|id:condition),6573.151756,6611.018971
response_time ~ condition + domain + session_num + (1|id:domain) + (1|stimulus:condition),6549.987827,6587.855043
response_time ~ condition + domain + session_num + (1|id:domain) + (1|id:domain:condition),6573.128549,6610.995764
response_time ~ condition + domain + session_num + (1|id:condition) + (1|stimulus:condition),6611.042910,6648.910125
response_time ~ condition + domain + session_num + (1|id:condition) + (1|id:domain:condition),6601.414133,6639.281348
response_time ~ condition + domain + session_num + (1|stimulus:condition) + (1|id:domain:condition),6579.813906,6617.681121
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain),6510.996874,6553.597491
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition),6556.299789,6598.900406
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition),6556.299789,6598.900406
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain:condition),6535.042750,6577.643367
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition),6575.151756,6617.752373
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition),6551.987827,6594.588445
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:domain:condition),6575.128549,6617.729166
response_time ~ condition + domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition),6595.603259,6638.203876
response_time ~ condition + domain + session_num + (1|id) + (1|id:condition) + (1|id:domain:condition),6595.167997,6637.768614
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),6573.385125,6615.985742
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition),6510.996874,6553.597491
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),6510.996874,6553.597491
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),6510.984749,6553.585366
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),6575.461884,6618.062501
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),6544.070676,6586.671293
response_time ~ condition + domain + session_num + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),6544.070674,6586.671291
response_time ~ condition + domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6551.987827,6594.588445
response_time ~ condition + domain + session_num + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6575.128549,6617.729166
response_time ~ condition + domain + session_num + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6551.810826,6594.411443
response_time ~ condition + domain + session_num + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6581.813906,6624.414523
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),6512.996874,6560.330893
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),6512.996874,6560.330893
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),6512.984749,6560.318768
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),6558.299792,6605.633811
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),6537.042750,6584.376769
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),6537.042750,6584.376769
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6553.987828,6601.321847
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6577.128549,6624.462568
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6553.810826,6601.144845
response_time ~ condition + domain + session_num + (1|id) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6575.385125,6622.719144
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6512.996874,6560.330893
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6512.984749,6560.318768
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6512.984749,6560.318768
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6546.070674,6593.404693
response_time ~ condition + domain + session_num + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6553.810826,6601.144845
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6514.996922,6567.064343
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6514.984749,6567.052170
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6514.984749,6567.052170
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6539.042750,6591.110171
response_time ~ condition + domain + session_num + (1|id) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6555.810827,6607.878248
response_time ~ condition + domain + session_num + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6514.984749,6567.052170
response_time ~ condition + domain + session_num + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6516.984751,6573.785574
response_time ~ condition * domain + (1|id),6619.564113,6657.431328
response_time ~ condition * domain + (1|stimulus),6613.561623,6651.428838
response_time ~ condition * domain + (1|id:domain),6585.046810,6622.914026
response_time ~ condition * domain + (1|id:condition),6629.301891,6667.169106
response_time ~ condition * domain + (1|stimulus:condition),6649.889632,6687.756848
response_time ~ condition * domain + (1|id:domain:condition),6606.648900,6644.516115
response_time ~ condition * domain + (1|id) + (1|stimulus),6569.399732,6612.000349
response_time ~ condition * domain + (1|id) + (1|id:domain),6587.046392,6629.647009
response_time ~ condition * domain + (1|id) + (1|id:condition),6620.462360,6663.062977
response_time ~ condition * domain + (1|id) + (1|stimulus:condition),6607.728920,6650.329537
response_time ~ condition * domain + (1|id) + (1|id:domain:condition),6601.533811,6644.134428
response_time ~ condition * domain + (1|stimulus) + (1|id:domain),6525.765482,6568.366100
response_time ~ condition * domain + (1|stimulus) + (1|id:condition),6580.069105,6622.669722
response_time ~ condition * domain + (1|stimulus) + (1|stimulus:condition),6615.561623,6658.162240
response_time ~ condition * domain + (1|stimulus) + (1|id:domain:condition),6549.699376,6592.299993
response_time ~ condition * domain + (1|id:domain) + (1|id:condition),6585.917326,6628.517943
response_time ~ condition * domain + (1|id:domain) + (1|stimulus:condition),6565.923663,6608.524280
response_time ~ condition * domain + (1|id:domain) + (1|id:domain:condition),6585.886307,6628.486924
response_time ~ condition * domain + (1|id:condition) + (1|stimulus:condition),6617.505813,6660.106430
response_time ~ condition * domain + (1|id:condition) + (1|id:domain:condition),6608.624809,6651.225426
response_time ~ condition * domain + (1|stimulus:condition) + (1|id:domain:condition),6587.195206,6629.795823
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain),6527.764525,6575.098544
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:condition),6569.993865,6617.327884
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|stimulus:condition),6571.399732,6618.733751
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain:condition),6544.060321,6591.394340
response_time ~ condition * domain + (1|id) + (1|id:domain) + (1|id:condition),6587.917326,6635.251345
response_time ~ condition * domain + (1|id) + (1|id:domain) + (1|stimulus:condition),6567.922421,6615.256440
response_time ~ condition * domain + (1|id) + (1|id:domain) + (1|id:domain:condition),6587.886190,6635.220209
response_time ~ condition * domain + (1|id) + (1|id:condition) + (1|stimulus:condition),6608.168708,6655.502727
response_time ~ condition * domain + (1|id) + (1|id:condition) + (1|id:domain:condition),6603.533811,6650.867830
response_time ~ condition * domain + (1|id) + (1|stimulus:condition) + (1|id:domain:condition),6581.938435,6629.272454
response_time ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|id:condition),6526.293867,6573.627886
response_time ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),6527.765482,6575.099501
response_time ~ condition * domain + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),6526.096001,6573.430020
response_time ~ condition * domain + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),6582.069105,6629.403124
response_time ~ condition * domain + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),6551.699371,6599.033390
response_time ~ condition * domain + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),6551.699376,6599.033395
response_time ~ condition * domain + (1|id:domain) + (1|id:condition) + (1|stimulus:condition),6566.199862,6613.533881
response_time ~ condition * domain + (1|id:domain) + (1|id:condition) + (1|id:domain:condition),6587.720148,6635.054166
response_time ~ condition * domain + (1|id:domain) + (1|stimulus:condition) + (1|id:domain:condition),6565.640356,6612.974375
response_time ~ condition * domain + (1|id:condition) + (1|stimulus:condition) + (1|id:domain:condition),6589.167458,6636.501477
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:condition),6528.293870,6580.361291
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|stimulus:condition),6529.764525,6581.831945
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:domain) + (1|id:domain:condition),6528.095663,6580.163083
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|stimulus:condition),6571.993866,6624.061287
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|id:condition) + (1|id:domain:condition),6546.060321,6598.127742
response_time ~ condition * domain + (1|id) + (1|stimulus) + (1|stimulus:condition) + (1|id:domain:condition),6546.060321,6598.127742
